API_Name,sYear,ProductSaleGroup,Vet,AmountSold_g,InChIKey_string,PEC_gL,Desc_Short,Desc_Long,B_Statement,P_Statement,PNEC_gL,RQ
sulfadoxine,2016,Total,Vet,52700,PJSFRIWCGOHTNF-UHFFFAOYSA-N,1.5132019197763336e-8,antibacterial,"sulfonamide antibiotic and antiprotozoal for malarial, various livestock infections",NA,NA,NA,NA
sulfadoxine,2017,Total,Vet,50700,PJSFRIWCGOHTNF-UHFFFAOYSA-N,1.4757585216510908e-8,antibacterial,"sulfonamide antibiotic and antiprotozoal for malarial, various livestock infections",NA,NA,NA,NA
sulfadoxine,2018,Total,Vet,69900,PJSFRIWCGOHTNF-UHFFFAOYSA-N,1.986992334223968e-8,antibacterial,"sulfonamide antibiotic and antiprotozoal for malarial, various livestock infections",NA,NA,NA,NA
sulfadoxine,2019,Total,Vet,104140,PJSFRIWCGOHTNF-UHFFFAOYSA-N,3.0083143148582445e-8,antibacterial,"sulfonamide antibiotic and antiprotozoal for malarial, various livestock infections",NA,NA,NA,NA
sulfamethoxazole,2016,Total,Human,1420137.76,JLKIGFTWXXRPMT-UHFFFAOYSA-N,4.077713823109795e-7,antibacterial,sulfonamide antibiotic,NA,NA,NA,NA
sulfamethoxazole,2017,Total,Human,1478592.4,JLKIGFTWXXRPMT-UHFFFAOYSA-N,4.303836951377788e-7,antibacterial,sulfonamide antibiotic,NA,NA,NA,NA
sulfamethoxazole,2018,Total,Human,1629399.2,JLKIGFTWXXRPMT-UHFFFAOYSA-N,4.631764978241297e-7,antibacterial,sulfonamide antibiotic,NA,NA,NA,NA
sulfamethoxazole,2019,Total,Human,1759706,JLKIGFTWXXRPMT-UHFFFAOYSA-N,5.083300124584158e-7,antibacterial,sulfonamide antibiotic,NA,NA,NA,NA
sulfanilamide,2016,Total,Vet,1250,FDDDEECHVMSUSB-UHFFFAOYSA-N,3.5891886142702405e-10,antibacterial,sulfonamide antibiotic,NA,NA,NA,NA
sulfasalazine,2016,Total,Human,2687662,NCEXYHBECQHGNR-UHFFFAOYSA-N,7.717220679525427e-7,alimentary,"5-aminosalicylate for ulcerative colitis, arthritis",NA,NA,NA,NA
sulfasalazine,2017,Total,Human,2588001.5,NCEXYHBECQHGNR-UHFFFAOYSA-N,7.533067589094291e-7,alimentary,"5-aminosalicylate for ulcerative colitis, arthritis",NA,NA,NA,NA
sulfasalazine,2018,Total,Human,2561204.5,NCEXYHBECQHGNR-UHFFFAOYSA-N,7.280534632160131e-7,alimentary,"5-aminosalicylate for ulcerative colitis, arthritis",NA,NA,NA,NA
sulfasalazine,2019,Total,Human,2272402,NCEXYHBECQHGNR-UHFFFAOYSA-N,6.56433595708902e-7,alimentary,"5-aminosalicylate for ulcerative colitis, arthritis",NA,NA,NA,NA
sulfathiazole,2016,Total,Vet,10120,JNMRHUJNCSQMMB-UHFFFAOYSA-N,2.905807102113187e-9,antibacterial,sulfonamide antibiotic,NA,NA,NA,NA
sulfathiazole,2017,Total,Vet,7690,JNMRHUJNCSQMMB-UHFFFAOYSA-N,2.238379296153232e-9,antibacterial,sulfonamide antibiotic,NA,NA,NA,NA
sulfathiazole,2018,Total,Vet,6580,JNMRHUJNCSQMMB-UHFFFAOYSA-N,1.8704448582537503e-9,antibacterial,sulfonamide antibiotic,NA,NA,NA,NA
sulfathiazole,2019,Total,Vet,3000,JNMRHUJNCSQMMB-UHFFFAOYSA-N,8.66616376471551e-10,antibacterial,sulfonamide antibiotic,NA,NA,NA,NA
sumatriptan,2016,Total,Human,136688.55,KQKPFRSPSRPDEB-UHFFFAOYSA-N,3.9248078988888685e-8,analgesic,"antimigraine agent, narrows blood vessels around brain",low,high,2.5e-4,1.5699231595555475e-4
sumatriptan,2017,Total,Human,145086.492,KQKPFRSPSRPDEB-UHFFFAOYSA-N,4.2231287365968994e-8,analgesic,"antimigraine agent, narrows blood vessels around brain",low,high,2.5e-4,1.6892514946387598e-4
sumatriptan,2018,Total,Human,146788.308,KQKPFRSPSRPDEB-UHFFFAOYSA-N,4.1726358047168354e-8,analgesic,"antimigraine agent, narrows blood vessels around brain",low,high,2.5e-4,1.669054321886734e-4
sumatriptan,2019,Total,Human,153388.296,KQKPFRSPSRPDEB-UHFFFAOYSA-N,4.4309603090888574e-8,analgesic,"antimigraine agent, narrows blood vessels around brain",low,high,2.5e-4,1.772384123635543e-4
suxamethonium,2016,Total,Human,7300,AXOIZCJOOAYSMI-UHFFFAOYSA-N,2.096086150733821e-9,muscle relaxant,short-term paralytic for general anaesthesia,low,NA,NA,NA
suxamethonium,2017,Total,Human,7064,AXOIZCJOOAYSMI-UHFFFAOYSA-N,2.0561653248408886e-9,muscle relaxant,short-term paralytic for general anaesthesia,low,NA,NA,NA
suxamethonium,2018,Total,Human,6366,AXOIZCJOOAYSMI-UHFFFAOYSA-N,1.809612761040026e-9,muscle relaxant,short-term paralytic for general anaesthesia,low,NA,NA,NA
suxamethonium,2019,Total,Human,4928,AXOIZCJOOAYSMI-UHFFFAOYSA-N,1.423561834417268e-9,muscle relaxant,short-term paralytic for general anaesthesia,low,NA,NA,NA
suxibuzone,2016,Total,Vet,82566,ONWXNHPOAGOMTG-UHFFFAOYSA-N,2.3707595770066937e-8,analgesic,NSAID for equine joint and muscle pain,NA,NA,NA,NA
suxibuzone,2017,Total,Vet,79515,ONWXNHPOAGOMTG-UHFFFAOYSA-N,2.3144958352877022e-8,analgesic,NSAID for equine joint and muscle pain,NA,NA,NA,NA
suxibuzone,2018,Total,Vet,68823,ONWXNHPOAGOMTG-UHFFFAOYSA-N,1.9563773021215475e-8,analgesic,NSAID for equine joint and muscle pain,NA,NA,NA,NA
suxibuzone,2019,Total,Vet,71199,ONWXNHPOAGOMTG-UHFFFAOYSA-N,2.056740646279932e-8,analgesic,NSAID for equine joint and muscle pain,NA,NA,NA,NA
tacrolimus,2016,Total,Human,4975.231,QJJXYPPXXYFBGM-LFZNUXCKSA-N,1.4285633966851472e-9,immunosuppressant,"calcineurin inhibitor for organ transplants, skin immune disorders",NA,NA,NA,NA
tacrolimus,2017,Total,Human,5531.2725,QJJXYPPXXYFBGM-LFZNUXCKSA-N,1.6100241671497699e-9,immunosuppressant,"calcineurin inhibitor for organ transplants, skin immune disorders",NA,NA,NA,NA
tacrolimus,2018,Total,Human,6047.978,QJJXYPPXXYFBGM-LFZNUXCKSA-N,1.719211147861975e-9,immunosuppressant,"calcineurin inhibitor for organ transplants, skin immune disorders",NA,NA,NA,NA
tacrolimus,2019,Total,Human,6737.598,QJJXYPPXXYFBGM-LFZNUXCKSA-N,1.9463042549606566e-9,immunosuppressant,"calcineurin inhibitor for organ transplants, skin immune disorders",NA,NA,NA,NA
tadalafil,2016,Total,Human,24370.78,WOXKDUGGOYFFRN-IIBYNOLFSA-N,6.9977060877507925e-9,urological,"agent for erectile dysfunction, enlarged prostate, arterial hypertension",low,moderate,4.8e-5,1.4578554349480816e-4
tadalafil,2017,Total,Human,26047.2452,WOXKDUGGOYFFRN-IIBYNOLFSA-N,7.581744392393584e-9,urological,"agent for erectile dysfunction, enlarged prostate, arterial hypertension",low,moderate,4.8e-5,1.5795300817486634e-4
tadalafil,2018,Total,Human,31090.7,WOXKDUGGOYFFRN-IIBYNOLFSA-N,8.837908807676271e-9,urological,"agent for erectile dysfunction, enlarged prostate, arterial hypertension",low,moderate,4.8e-5,1.841231001599223e-4
tadalafil,2019,Total,Human,36057.74,WOXKDUGGOYFFRN-IIBYNOLFSA-N,1.0416075994184435e-8,urological,"agent for erectile dysfunction, enlarged prostate, arterial hypertension",low,moderate,4.8e-5,2.1700158321217574e-4
tafamidis,2018,Total,Human,3.6,TXEIIPDJKFWEEC-UHFFFAOYSA-N,1.0233436914458206e-12,other nervous system,transthyretin stabilizer for congenital heart failure,NA,NA,NA,NA
tafamidis,2019,Total,Human,10.8,TXEIIPDJKFWEEC-UHFFFAOYSA-N,3.1198189552975847e-12,other nervous system,transthyretin stabilizer for congenital heart failure,NA,NA,NA,NA
tafluprost,2016,Total,Human,12.05685,WSNODXPBBALQOF-VEJSHDCNSA-N,3.4619446995171325e-12,ophthalmological,treatment for glaucoma or other causes of high eye pressure,NA,NA,NA,NA
tafluprost,2017,Total,Human,14.321745,WSNODXPBBALQOF-VEJSHDCNSA-N,4.168725291649685e-12,ophthalmological,treatment for glaucoma or other causes of high eye pressure,NA,NA,NA,NA
tafluprost,2018,Total,Human,16.55181,WSNODXPBBALQOF-VEJSHDCNSA-N,4.705052873752735e-12,ophthalmological,treatment for glaucoma or other causes of high eye pressure,NA,NA,NA,NA
tafluprost,2019,Total,Human,18.6948,WSNODXPBBALQOF-VEJSHDCNSA-N,5.400406611620119e-12,ophthalmological,treatment for glaucoma or other causes of high eye pressure,NA,NA,NA,NA
tamoxifen,2016,Total,Human,28435.44,NKANXQFJJICGDU-QPLCGJKRSA-N,8.164812599181166e-9,antineoplastic,selective estrogen receptor modulator for breast cancer,low,high,1.0199999999999999e-7,0.0800471823449134
tamoxifen,2017,Total,Human,30268.52,NKANXQFJJICGDU-QPLCGJKRSA-N,8.810458841768536e-9,antineoplastic,selective estrogen receptor modulator for breast cancer,low,high,1.0199999999999999e-7,0.086377047468319
tamoxifen,2018,Total,Human,30379.12,NKANXQFJJICGDU-QPLCGJKRSA-N,8.635633556576543e-9,antineoplastic,selective estrogen receptor modulator for breast cancer,low,high,1.0199999999999999e-7,0.08466307408408376
tamoxifen,2019,Total,Human,31762.74,NKANXQFJJICGDU-QPLCGJKRSA-N,9.175370215202666e-9,antineoplastic,selective estrogen receptor modulator for breast cancer,low,high,1.0199999999999999e-7,0.08995460995296733
tamsulosin,2016,Total,Human,8000.67796,DRHKJLXJIQTDTD-OAHLLOKOSA-N,2.2972753792379887e-9,urological,alpha-blocker for relaxing urinary muscles in enlarged prostate,NA,NA,NA,NA
tamsulosin,2017,Total,Human,8528.67572,DRHKJLXJIQTDTD-OAHLLOKOSA-N,2.4824981996427518e-9,urological,alpha-blocker for relaxing urinary muscles in enlarged prostate,NA,NA,NA,NA
tamsulosin,2018,Total,Human,9143.26032,DRHKJLXJIQTDTD-OAHLLOKOSA-N,2.599082713255248e-9,urological,alpha-blocker for relaxing urinary muscles in enlarged prostate,NA,NA,NA,NA
tamsulosin,2019,Total,Human,9985.11236,DRHKJLXJIQTDTD-OAHLLOKOSA-N,2.884420630694833e-9,urological,alpha-blocker for relaxing urinary muscles in enlarged prostate,NA,NA,NA,NA
tapentadol,2016,Total,Human,87252.395,KWTWDQCKEHXFFR-SMDDNHRTSA-N,2.5053224216144777e-8,analgesic,opioid for moderate-severe pain,NA,NA,NA,NA
tapentadol,2017,Total,Human,121340.285,KWTWDQCKEHXFFR-SMDDNHRTSA-N,3.5319321421759774e-8,analgesic,opioid for moderate-severe pain,NA,NA,NA,NA
tapentadol,2018,Total,Human,144810.5,KWTWDQCKEHXFFR-SMDDNHRTSA-N,4.1164142119476396e-8,analgesic,opioid for moderate-severe pain,NA,NA,NA,NA
tapentadol,2019,Total,Human,157934.555,KWTWDQCKEHXFFR-SMDDNHRTSA-N,4.562289059124896e-8,analgesic,opioid for moderate-severe pain,NA,NA,NA,NA
tedizolid,2016,Total,Human,154.8,XFALPSLJIHVRKE-GFCCVEGCSA-N,4.4448511799122665e-11,antibacterial,oxazolidinone antibiotic for skin infections,low,high,3e-6,1.4816170599707555e-5
tedizolid,2017,Total,Human,318,XFALPSLJIHVRKE-GFCCVEGCSA-N,9.256236881361871e-11,antibacterial,oxazolidinone antibiotic for skin infections,low,high,3e-6,3.08541229378729e-5
tedizolid,2018,Total,Human,104.4,XFALPSLJIHVRKE-GFCCVEGCSA-N,2.96769670519288e-11,antibacterial,oxazolidinone antibiotic for skin infections,low,high,3e-6,9.892322350642933e-6
tedizolid,2019,Total,Human,208.8,XFALPSLJIHVRKE-GFCCVEGCSA-N,6.031649980241996e-11,antibacterial,oxazolidinone antibiotic for skin infections,low,high,3e-6,2.0105499934139986e-5
teicoplanin,2016,Total,Human,83.19999999999999,BJNLLBUOHPVGFT-CAYRISATSA-N,2.388963941658272e-11,antibacterial,glycopeptide antibiotic,low,NA,NA,NA
teicoplanin,2017,Total,Human,62,BJNLLBUOHPVGFT-CAYRISATSA-N,1.8046751152340755e-11,antibacterial,glycopeptide antibiotic,low,NA,NA,NA
teicoplanin,2018,Total,Human,53.2,BJNLLBUOHPVGFT-CAYRISATSA-N,1.5122745662477126e-11,antibacterial,glycopeptide antibiotic,low,NA,NA,NA
telbivudine,2016,Total,Human,168,IQFYYKKMVGJFEH-CSMHCCOUSA-N,4.823869497579204e-11,antiviral,nucleoside reverse transcriptase inhibitor for hepatitis B infections,low,high,9.49e-5,5.083108005879034e-7
telmisartan,2016,Total,Human,192901.0776,RMMXLENWKUUMAY-UHFFFAOYSA-N,5.538866811219043e-8,antihypertensive,angiotensin II receptor blocker for high blood pressure,low,high,4.9e-5,0.0011303809818814373
telmisartan,2016,Total,Vet,236.2,RMMXLENWKUUMAY-UHFFFAOYSA-N,6.782130805525047e-11,antihypertensive,angiotensin II receptor blocker for high blood pressure,low,high,4.9e-5,1.3841083276581728e-6
telmisartan,2017,Total,Human,187423.3088,RMMXLENWKUUMAY-UHFFFAOYSA-N,5.455454538809545e-8,antihypertensive,angiotensin II receptor blocker for high blood pressure,low,high,4.9e-5,0.0011133580691448052
telmisartan,2017,Total,Vet,248.72,RMMXLENWKUUMAY-UHFFFAOYSA-N,7.239657978403536e-11,antihypertensive,angiotensin II receptor blocker for high blood pressure,low,high,4.9e-5,1.4774812200823544e-6
telmisartan,2018,Total,Human,190488.4576,RMMXLENWKUUMAY-UHFFFAOYSA-N,5.4148655938390185e-8,antihypertensive,angiotensin II receptor blocker for high blood pressure,low,high,4.9e-5,0.0011050746109875548
telmisartan,2018,Total,Vet,260.36,RMMXLENWKUUMAY-UHFFFAOYSA-N,7.401048986245385e-11,antihypertensive,angiotensin II receptor blocker for high blood pressure,low,high,4.9e-5,1.5104181604582419e-6
telmisartan,2019,Total,Human,187408.5584,RMMXLENWKUUMAY-UHFFFAOYSA-N,5.4137108600121697e-8,antihypertensive,angiotensin II receptor blocker for high blood pressure,low,high,4.9e-5,0.0011048389510228919
telmisartan,2019,Total,Vet,323.14,RMMXLENWKUUMAY-UHFFFAOYSA-N,9.334613863100567e-11,antihypertensive,angiotensin II receptor blocker for high blood pressure,low,high,4.9e-5,1.9050232373674627e-6
temozolomide,2016,Total,Human,4205.3,BPEGJWRSRHCHSN-UHFFFAOYSA-N,1.2074891903672515e-9,antineoplastic,alkylating agent for brain tumours,low,moderate,7.5e-5,1.6099855871563355e-5
temozolomide,2017,Total,Human,5184.75,BPEGJWRSRHCHSN-UHFFFAOYSA-N,1.5091595651144955e-9,antineoplastic,alkylating agent for brain tumours,low,moderate,7.5e-5,2.0122127534859943e-5
temozolomide,2018,Total,Human,5879.1,BPEGJWRSRHCHSN-UHFFFAOYSA-N,1.671205526771979e-9,antineoplastic,alkylating agent for brain tumours,low,moderate,7.5e-5,2.228274035695972e-5
temozolomide,2019,Total,Human,5574.7,BPEGJWRSRHCHSN-UHFFFAOYSA-N,1.610375437971985e-9,antineoplastic,alkylating agent for brain tumours,low,moderate,7.5e-5,2.1471672506293138e-5
tenofovir alafenamide,2016,Total,Human,1915.35,LDEKQSIMHVQZJK-CAQYMETFSA-N,5.499641929874004e-10,antiviral,nucleoside reverse transcriptase inhibitor for hepatitis B infections,low,moderate,0.001,5.499641929874004e-7
tenofovir alafenamide,2017,Total,Human,9023.4,LDEKQSIMHVQZJK-CAQYMETFSA-N,2.6265008765811543e-9,antiviral,nucleoside reverse transcriptase inhibitor for hepatitis B infections,low,moderate,0.001,2.6265008765811544e-6
tenofovir alafenamide,2018,Total,Human,10650.9,LDEKQSIMHVQZJK-CAQYMETFSA-N,3.0276475897834133e-9,antiviral,nucleoside reverse transcriptase inhibitor for hepatitis B infections,low,moderate,0.001,3.0276475897834133e-6
tenofovir alafenamide,2019,Total,Human,7790.1,LDEKQSIMHVQZJK-CAQYMETFSA-N,2.250342744783677e-9,antiviral,nucleoside reverse transcriptase inhibitor for hepatitis B infections,low,moderate,0.001,2.250342744783677e-6
tenofovir disoproxil,2016,Total,Human,227416.35,JFVZFKDSXNQEJW-CQSZACIVSA-N,6.529921392951168e-8,antiviral,nucleoside reverse transcriptase inhibitor for HIV,NA,NA,NA,NA
tenofovir disoproxil,2017,Total,Human,165110.4,JFVZFKDSXNQEJW-CQSZACIVSA-N,4.805977905586198e-8,antiviral,nucleoside reverse transcriptase inhibitor for HIV,NA,NA,NA,NA
tenofovir disoproxil,2018,Total,Human,176664.6,JFVZFKDSXNQEJW-CQSZACIVSA-N,5.0219056642166474e-8,antiviral,nucleoside reverse transcriptase inhibitor for HIV,NA,NA,NA,NA
tenofovir disoproxil,2019,Total,Human,260675.1,JFVZFKDSXNQEJW-CQSZACIVSA-N,7.530177019945309e-8,antiviral,nucleoside reverse transcriptase inhibitor for HIV,NA,NA,NA,NA
terazosin,2016,Total,Human,625.77914,VCKUSRYTPJJLNI-UHFFFAOYSA-N,1.7968314914686584e-10,urological,"alpha-blocker for relaxing urinary muscles in enlarged prostate, hypertension",NA,NA,NA,NA
terazosin,2017,Total,Human,613.15072,VCKUSRYTPJJLNI-UHFFFAOYSA-N,1.7847384617288004e-10,urological,"alpha-blocker for relaxing urinary muscles in enlarged prostate, hypertension",NA,NA,NA,NA
terazosin,2018,Total,Human,402.0905,VCKUSRYTPJJLNI-UHFFFAOYSA-N,1.14299104601471e-10,urological,"alpha-blocker for relaxing urinary muscles in enlarged prostate, hypertension",NA,NA,NA,NA
terazosin,2019,Total,Human,378.028,VCKUSRYTPJJLNI-UHFFFAOYSA-N,1.0920175185492918e-10,urological,"alpha-blocker for relaxing urinary muscles in enlarged prostate, hypertension",NA,NA,NA,NA
terbinafine,2016,Total,Human,602958.62,DOMXUEMWDBAQBQ-WEVVVXLNSA-N,1.7313057710240773e-7,antifungal,topical allylamine antifungal,high,low,5.3e-8,3.2666146623095798
terbinafine,2017,Total,Human,615505.815,DOMXUEMWDBAQBQ-WEVVVXLNSA-N,1.791593592923175e-7,antifungal,topical allylamine antifungal,high,low,5.3e-8,3.380365269666368
terbinafine,2018,Total,Human,638414.885,DOMXUEMWDBAQBQ-WEVVVXLNSA-N,1.814771791916275e-7,antifungal,topical allylamine antifungal,high,low,5.3e-8,3.4240977205967456
terbinafine,2019,Total,Human,611014.7100000001,DOMXUEMWDBAQBQ-WEVVVXLNSA-N,1.7650511798367194e-7,antifungal,topical allylamine antifungal,high,low,5.3e-8,3.3302852449749425
terbutaline,2016,Total,Human,7447.31,XWTYSIMOBUGWOL-UHFFFAOYSA-N,2.138384020715272e-9,respiratory,adrenergic bronchodilator for lung conditions,low,high,2.3999999999999998e-4,8.909933419646967e-6
terbutaline,2017,Total,Human,6583.112499999999,XWTYSIMOBUGWOL-UHFFFAOYSA-N,1.916190211215545e-9,respiratory,adrenergic bronchodilator for lung conditions,low,high,2.3999999999999998e-4,7.984125880064771e-6
terbutaline,2018,Total,Human,5325.1125,XWTYSIMOBUGWOL-UHFFFAOYSA-N,1.5137278564206339e-9,respiratory,adrenergic bronchodilator for lung conditions,low,high,2.3999999999999998e-4,6.3071994017526415e-6
terbutaline,2019,Total,Human,5165.37,XWTYSIMOBUGWOL-UHFFFAOYSA-N,1.492131410844952e-9,respiratory,adrenergic bronchodilator for lung conditions,low,high,2.3999999999999998e-4,6.217214211853967e-6
teriflunomide,2016,Total,Human,5294.744,UTNUDOFZCWSZMS-YFHOEESVSA-N,1.5203067904220535e-9,immunosuppressant,selective immunosuppressant for multiple sclerosis,low,high,3e-5,5.067689301406845e-5
teriflunomide,2017,Total,Human,5747.896,UTNUDOFZCWSZMS-YFHOEESVSA-N,1.6730782058312064e-9,immunosuppressant,selective immunosuppressant for multiple sclerosis,low,high,3e-5,5.576927352770688e-5
teriflunomide,2018,Total,Human,5942.72,UTNUDOFZCWSZMS-YFHOEESVSA-N,1.6892902838969187e-9,immunosuppressant,selective immunosuppressant for multiple sclerosis,low,high,3e-5,5.630967612989729e-5
teriflunomide,2019,Total,Human,5944.68,UTNUDOFZCWSZMS-YFHOEESVSA-N,1.717252346960967e-9,immunosuppressant,selective immunosuppressant for multiple sclerosis,low,high,3e-5,5.72417448986989e-5
testosterone,2016,Total,Human,96412.3,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,2.7683354354848542e-8,sex hormone,"androgen used for hormone replacement, breast cancer",high,moderate,NA,NA
testosterone,2017,Total,Human,107058.65,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,3.1162271213799125e-8,sex hormone,"androgen used for hormone replacement, breast cancer",high,moderate,NA,NA
testosterone,2018,Total,Human,103507.86,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,2.942336542946033e-8,sex hormone,"androgen used for hormone replacement, breast cancer",high,moderate,NA,NA
testosterone,2019,Total,Human,107993.53,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,3.1196320550323916e-8,sex hormone,"androgen used for hormone replacement, breast cancer",high,moderate,NA,NA
tetrabenazine,2017,Total,Human,84,MKJIEFSOBYUXJB-UHFFFAOYSA-N,2.4450437045106828e-11,other nervous system,VMAT2 inhibitor for Huntington's disease,NA,NA,NA,NA
tetrabenazine,2018,Total,Human,425.6,MKJIEFSOBYUXJB-UHFFFAOYSA-N,1.20981965299817e-10,other nervous system,VMAT2 inhibitor for Huntington's disease,NA,NA,NA,NA
tetrabenazine,2019,Total,Human,789.6,MKJIEFSOBYUXJB-UHFFFAOYSA-N,2.2809343028731223e-10,other nervous system,VMAT2 inhibitor for Huntington's disease,NA,NA,NA,NA
tetracaine,2016,Total,Human,1543.9,GKCBAIGFKIBETG-UHFFFAOYSA-N,4.43307864125746e-10,anaesthetic,"local anaesthetic for labour, surgery",low,NA,NA,NA
tetracaine,2017,Total,Human,1059.6,GKCBAIGFKIBETG-UHFFFAOYSA-N,3.0842479872613326e-10,anaesthetic,"local anaesthetic for labour, surgery",low,NA,NA,NA
tetracaine,2018,Total,Human,1220.4,GKCBAIGFKIBETG-UHFFFAOYSA-N,3.469135114001332e-10,anaesthetic,"local anaesthetic for labour, surgery",low,NA,NA,NA
tetracaine,2019,Total,Human,1359.05,GKCBAIGFKIBETG-UHFFFAOYSA-N,3.9259166214788715e-10,anaesthetic,"local anaesthetic for labour, surgery",low,NA,NA,NA
tetracycline,2016,Total,Human,759502,NWXMGUDVXFXRIG-WESIUVDSSA-N,2.1807967447323814e-7,antibacterial,tetracycline antibiotic,low,high,NA,NA
tetracycline,2017,Total,Human,695828,NWXMGUDVXFXRIG-WESIUVDSSA-N,2.025392703359833e-7,antibacterial,tetracycline antibiotic,low,high,NA,NA
tetracycline,2018,Total,Human,615128,NWXMGUDVXFXRIG-WESIUVDSSA-N,1.748575995088013e-7,antibacterial,tetracycline antibiotic,low,high,NA,NA
tetracycline,2019,Total,Human,598636,NWXMGUDVXFXRIG-WESIUVDSSA-N,1.7292925371514117e-7,antibacterial,tetracycline antibiotic,low,high,NA,NA
tetryzoline,2016,Total,Human,285.6848,BYJAVTDNIXVSPW-UHFFFAOYSA-N,8.203013051440567e-11,respiratory,vasoconstrictive nasal decongestant and eye drop,NA,NA,NA,NA
tetryzoline,2017,Total,Human,294.4928,BYJAVTDNIXVSPW-UHFFFAOYSA-N,8.571997222187185e-11,respiratory,vasoconstrictive nasal decongestant and eye drop,NA,NA,NA,NA
tetryzoline,2018,Total,Human,277.4072,BYJAVTDNIXVSPW-UHFFFAOYSA-N,7.885636335601361e-11,respiratory,vasoconstrictive nasal decongestant and eye drop,NA,NA,NA,NA
tetryzoline,2019,Total,Human,328.544,BYJAVTDNIXVSPW-UHFFFAOYSA-N,9.490720359715641e-11,respiratory,vasoconstrictive nasal decongestant and eye drop,NA,NA,NA,NA
thalidomide,2016,Total,Human,2161.6,UEJJHQNACJXSKW-UHFFFAOYSA-N,6.206712086885242e-10,immunosuppressant,"immunosuppressant and antineoplastic for myeloma, leprosy",NA,NA,NA,NA
thalidomide,2017,Total,Human,953.4,UEJJHQNACJXSKW-UHFFFAOYSA-N,2.775124604619625e-10,immunosuppressant,"immunosuppressant and antineoplastic for myeloma, leprosy",NA,NA,NA,NA
thalidomide,2018,Total,Human,754.6,UEJJHQNACJXSKW-UHFFFAOYSA-N,2.145042082125045e-10,immunosuppressant,"immunosuppressant and antineoplastic for myeloma, leprosy",NA,NA,NA,NA
thalidomide,2019,Total,Human,784,UEJJHQNACJXSKW-UHFFFAOYSA-N,2.2647574638456536e-10,immunosuppressant,"immunosuppressant and antineoplastic for myeloma, leprosy",NA,NA,NA,NA
theophylline,2016,Total,Human,358271.19,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,1.0287223007752401e-7,respiratory,methylxanthine bronchodilator for breathing problems,NA,NA,NA,NA
